local_time,kastemperatuur,buitentemperatuur,onderbuis,wind_zijde_raamstand,energiedoek
26/09/2022 4:15 PM,21.1,14.6,0,0,0
26/09/2022 4:20 PM,21.2,14.4,0,0,0
26/09/2022 4:25 PM,21.6,14.6,0,0,0
26/09/2022 4:30 PM,21.8,14.6,0,0,0
26/09/2022 4:35 PM,22,14.6,0,0,0
26/09/2022 4:40 PM,22.1,14.6,0,0,0
26/09/2022 4:45 PM,21.9,14.6,0,0,0
26/09/2022 4:50 PM,21.8,14.7,0,0,0
26/09/2022 4:55 PM,21.7,14.7,0,0,0
26/09/2022 5:00 PM,21.4,14.8,0,0,0
26/09/2022 5:05 PM,21.1,14.5,0,0,0
26/09/2022 5:10 PM,21.5,14.4,0,0,0
26/09/2022 5:15 PM,21.5,14.5,0,0,5
26/09/2022 5:20 PM,21.7,14.7,0,0,72.6
26/09/2022 5:25 PM,22,14.5,0,0,80
26/09/2022 5:30 PM,21.7,14.1,0,0,82.2
26/09/2022 5:35 PM,21.3,13.9,0,0,83.8
26/09/2022 5:40 PM,21,14,0,0,85.5
26/09/2022 5:45 PM,21,14.4,0,0,87.5
26/09/2022 5:50 PM,21,14.5,0,0,89.4
26/09/2022 5:55 PM,21,14.5,0,0,91.2
26/09/2022 6:00 PM,21.1,14.4,0,0,93.4
26/09/2022 6:05 PM,20.9,14.3,0,0,95.6
26/09/2022 6:10 PM,20.8,14.3,0,0,97.6
26/09/2022 6:15 PM,20.7,14.1,0,0,99.5
26/09/2022 6:20 PM,20.6,14,0,0,100
26/09/2022 6:25 PM,20.6,14,0,0,100
26/09/2022 6:30 PM,20.5,14,0,0,100
26/09/2022 6:35 PM,20.4,13.7,0,0,100
26/09/2022 6:40 PM,20.3,13.6,0,0,100
26/09/2022 6:45 PM,20.1,13.2,0,0,100
26/09/2022 6:50 PM,20,13.1,0,0,100
26/09/2022 6:55 PM,19.8,13.1,0,0,100
26/09/2022 7:00 PM,19.7,13.1,0,0,100
26/09/2022 7:05 PM,19.5,13.1,0,0,100
26/09/2022 7:10 PM,19.4,13.1,42.6,0,100
26/09/2022 7:15 PM,19.2,13.1,30.3,0,100
26/09/2022 7:20 PM,19.2,13.2,0,0,100
26/09/2022 7:25 PM,19.2,13.1,0,0,100
26/09/2022 7:30 PM,19.1,13.1,0,0,100
26/09/2022 7:35 PM,19.1,13.1,0,0,100
26/09/2022 7:40 PM,19,13.1,0,0,100
26/09/2022 7:45 PM,18.8,13.2,0,0,100
26/09/2022 7:50 PM,18.7,13.2,0,0,100
26/09/2022 7:55 PM,18.7,13.2,0,0,100
26/09/2022 8:00 PM,18.6,13.1,0,0,100
26/09/2022 8:05 PM,18.5,13,0,0,100
26/09/2022 8:10 PM,18.4,12.8,0,0,100
26/09/2022 8:15 PM,18.3,12.7,0,0,100
26/09/2022 8:20 PM,18.2,12.7,0,0,100
26/09/2022 8:25 PM,18.1,12.7,52.6,0,100
26/09/2022 8:30 PM,18,12.5,29.7,0,100
26/09/2022 8:35 PM,17.9,11.5,25.5,0,100
26/09/2022 8:40 PM,18,11.4,24.1,0,100
26/09/2022 8:45 PM,17.9,11.4,25.3,0,100
26/09/2022 8:50 PM,17.8,11.5,27,0,100
26/09/2022 8:55 PM,17.8,11.9,30.6,0,100
26/09/2022 9:00 PM,17.8,11.8,28.5,0,100
26/09/2022 9:05 PM,17.7,12,26.4,0,100
26/09/2022 9:10 PM,17.7,12.1,25.8,0,100
26/09/2022 9:15 PM,17.6,11.8,26.3,0,100
26/09/2022 9:20 PM,17.5,11.8,27.8,0,100
26/09/2022 9:25 PM,17.5,11.8,28.6,0,100
26/09/2022 9:30 PM,17.4,11.8,27.7,0,100
26/09/2022 9:35 PM,17.4,11.8,26.8,0,100
26/09/2022 9:40 PM,17.3,11.8,26.6,0,100
26/09/2022 9:45 PM,17.3,12.1,26.8,0,100
26/09/2022 9:50 PM,17.2,12,27.5,0,100
26/09/2022 9:55 PM,17.2,12,27.7,0,100
26/09/2022 10:00 PM,17.2,12,27.3,0,100
26/09/2022 10:05 PM,17.1,11.7,27,0,100
26/09/2022 10:10 PM,17.1,11.6,26.8,0,100
26/09/2022 10:15 PM,17.1,11.5,27,0,100
26/09/2022 10:20 PM,17,12,27.2,0,100
26/09/2022 10:25 PM,17,12.1,27.3,0,100
26/09/2022 10:30 PM,17,12.4,27.2,0,100
26/09/2022 10:35 PM,17,12.5,26.9,0,100
26/09/2022 10:40 PM,16.9,12.6,27,0,100
26/09/2022 10:45 PM,16.9,12.6,26.9,0,100
26/09/2022 10:50 PM,16.8,12.5,27.2,0,100
26/09/2022 10:55 PM,16.9,12.7,27,0,100
26/09/2022 11:00 PM,16.8,12.6,27,0,100
26/09/2022 11:05 PM,16.7,12.6,26.8,0,100
26/09/2022 11:10 PM,16.7,12.7,26.7,0,100
26/09/2022 11:15 PM,16.7,12.7,26.6,0,100
26/09/2022 11:20 PM,16.7,12.7,26.6,0,100
26/09/2022 11:25 PM,16.7,12,26.7,0,100
26/09/2022 11:30 PM,16.6,12,26.6,0,100
26/09/2022 11:35 PM,16.6,12.4,26.6,0,100
26/09/2022 11:40 PM,16.6,12.8,26.8,0,100
26/09/2022 11:45 PM,16.6,12.8,26.7,0,100
26/09/2022 11:50 PM,16.6,12.8,26.7,0,100
26/09/2022 11:55 PM,16.6,12.8,26.6,0,100
27/09/2022 12:00 AM,16.6,12.8,26.7,0,100
