local_time;kastemperatuur;buitentemperatuur;onderbuis;wind_zijde_raamstand;energiedoek
25/09/2022 3:55 PM;23.1;15.4;0;51.9;0
25/09/2022 4:00 PM;22.5;15.2;0;42.7;0
25/09/2022 4:05 PM;21.7;14.8;0;31.8;0
25/09/2022 4:10 PM;21.6;14.5;0;28.9;0
25/09/2022 4:15 PM;21.6;14.7;0;19.6;0
25/09/2022 4:20 PM;21.8;14.8;0;19.6;0
25/09/2022 4:25 PM;21.7;14.8;0;19.6;0
25/09/2022 4:30 PM;21.8;14.9;0;17.8;0
25/09/2022 4:35 PM;21.6;14.9;0;18.1;0
25/09/2022 4:40 PM;21.5;14.5;0;0;0
25/09/2022 4:45 PM;21.4;14.3;0;4.8;8.3
25/09/2022 4:50 PM;21.3;14.2;0;0;0
25/09/2022 4:55 PM;21.3;14.5;0;3.3;0
25/09/2022 5:00 PM;21.5;14.6;0;0;5
25/09/2022 5:05 PM;21.4;14.9;0;0;43.9
25/09/2022 5:10 PM;21.8;15.5;0;0;0
25/09/2022 5:15 PM;22;15.8;0;0;0
25/09/2022 5:20 PM;21.9;15.6;0;0;5
25/09/2022 5:25 PM;21.9;15.4;0;0;78.4
25/09/2022 5:30 PM;22.1;15.6;0;0;81.3
25/09/2022 5:35 PM;22.2;15.2;0;0;83.3
25/09/2022 5:40 PM;21.8;15.1;0;0;85.1
25/09/2022 5:45 PM;21.6;14.8;0;14.3;86.8
25/09/2022 5:50 PM;21.4;14.9;0;6.9;88.8
25/09/2022 5:55 PM;21.4;14.9;0;7.1;91.4
25/09/2022 6:00 PM;21.4;14.9;0;0.9;93.9
25/09/2022 6:05 PM;21.3;14.8;0;1.2;96.6
25/09/2022 6:10 PM;21.2;14.8;0;0.9;99.4
25/09/2022 6:15 PM;21.2;14.7;0;0;100
25/09/2022 6:20 PM;21.2;14.7;0;0;100
25/09/2022 6:25 PM;21.2;14.7;0;0;100
25/09/2022 6:30 PM;21.2;14.7;0;0;100
25/09/2022 6:35 PM;21.1;14.7;0;0;100
25/09/2022 6:40 PM;21;14.7;0;0;100
25/09/2022 6:45 PM;21;14.5;0;0;100
25/09/2022 6:50 PM;20.9;13.2;0;0;100
25/09/2022 6:55 PM;20.7;12.7;0;0;100
25/09/2022 7:00 PM;20.5;12.6;0;0;100
25/09/2022 7:05 PM;20.4;12.6;0;0;100
25/09/2022 7:10 PM;20.3;12.6;0;0;100
25/09/2022 7:15 PM;20.2;12.6;0;0;100
25/09/2022 7:20 PM;20;12.6;0;0;100
25/09/2022 7:25 PM;19.9;12.6;0;0;100
25/09/2022 7:30 PM;19.7;12.6;0;0.6;100
25/09/2022 7:35 PM;19.6;12.7;0;0;100
25/09/2022 7:40 PM;19.4;12.7;0;0;100
25/09/2022 7:45 PM;19.3;12.6;0;0;100
25/09/2022 7:50 PM;19.2;12.6;0;0;100
25/09/2022 7:55 PM;19;12.5;0;0;100
25/09/2022 8:00 PM;18.9;12.3;0;0;100
25/09/2022 8:05 PM;18.8;12.3;0;0.6;100
25/09/2022 8:10 PM;18.7;12.4;0;0;100
25/09/2022 8:15 PM;18.6;12.5;0;0.6;100
25/09/2022 8:20 PM;18.5;12.5;48.9;2.7;98.4
25/09/2022 8:25 PM;18.4;12.7;36.3;4.8;96.6
25/09/2022 8:30 PM;18.2;12.9;27.3;0;94.5
25/09/2022 8:35 PM;18.1;12.7;23.6;3;94.5
25/09/2022 8:40 PM;18.1;12.7;24.2;8.7;94.5
25/09/2022 8:45 PM;18.1;12.6;25.3;8.7;94.5
25/09/2022 8:50 PM;18;12.6;32.3;11.1;94.5
25/09/2022 8:55 PM;17.9;12.6;31.1;10.9;94.5
25/09/2022 9:00 PM;17.8;12.6;27.5;10.9;94.5
25/09/2022 9:05 PM;17.7;12.4;25.6;11.1;94.5
25/09/2022 9:10 PM;17.6;12.3;25.7;11.1;94.5
25/09/2022 9:15 PM;17.5;12.2;27.7;10.9;94.5
25/09/2022 9:20 PM;17.4;12.2;29.7;11.3;94.5
25/09/2022 9:25 PM;17.3;12.1;29.1;11.1;94.5
25/09/2022 9:30 PM;17.2;11.9;27.4;11.1;94.5
25/09/2022 9:35 PM;17.1;11.8;26.7;11.1;94.5
25/09/2022 9:40 PM;17;11.8;26.6;11.1;94.5
25/09/2022 9:45 PM;16.9;11.6;27.7;11.3;94.5
25/09/2022 9:50 PM;16.8;11.7;28.4;11.1;94.5
25/09/2022 9:55 PM;16.7;11.6;28.1;11.1;94.5
25/09/2022 10:00 PM;16.7;11.6;27.4;11.1;94.5
25/09/2022 10:05 PM;16.7;11.6;26.9;11.1;97.8
