local_time,dauwpuntstemp,kastemperatuur,plant
17/05/2022 1:55 PM,18.90382,24.7,26
17/05/2022 2:00 PM,18.62096,24.5,25
17/05/2022 2:05 PM,17.18274,23.7,22.7
17/05/2022 2:10 PM,17.40886,23.4,23.3
17/05/2022 2:15 PM,16.96132,23.1,22.6
17/05/2022 2:20 PM,17.97991,23.2,23.5
17/05/2022 2:25 PM,17.67571,23.8,23.6
17/05/2022 2:30 PM,17.20679,23.8,23.4
17/05/2022 2:35 PM,17.84345,24,23.1
17/05/2022 2:40 PM,17.53631,23.8,24.9
17/05/2022 2:45 PM,17.80118,24.3,24.6
17/05/2022 2:50 PM,18.57852,24.6,25.4
17/05/2022 2:55 PM,17.31494,24.5,24.5
17/05/2022 3:00 PM,18.44357,24.9,26.3
17/05/2022 3:05 PM,18.65699,25,24.8
17/05/2022 3:10 PM,17.31839,24.4,23.5
17/05/2022 3:15 PM,16.95696,24.2,23.3
17/05/2022 3:20 PM,18.11983,24,24.1
17/05/2022 3:25 PM,18.49332,24.2,24
17/05/2022 3:30 PM,18.60458,24.7,24.2
17/05/2022 3:35 PM,16.8623,24.1,22.9
17/05/2022 3:40 PM,17.08283,24.1,23.2
17/05/2022 3:45 PM,17.41972,24.2,23.6
17/05/2022 3:50 PM,17.13147,24.1,23.3
17/05/2022 3:55 PM,17.18164,24,23.5
17/05/2022 4:00 PM,17.15755,24,23.3
17/05/2022 4:05 PM,17.53919,24,23.4
17/05/2022 4:10 PM,17.06087,24,23.2
17/05/2022 4:15 PM,17.91294,24,23.7
17/05/2022 4:20 PM,18.55538,24.1,24.2
17/05/2022 4:25 PM,18.0145,24.4,24.4
17/05/2022 4:30 PM,19.22933,24.5,24.2
17/05/2022 4:35 PM,18.0628,24.7,24.4
17/05/2022 4:40 PM,17.38062,24.7,23.6
17/05/2022 4:45 PM,17.01699,24.5,23.6
17/05/2022 4:50 PM,16.71393,24.8,24.1
17/05/2022 4:55 PM,16.42858,25,24.7
17/05/2022 5:00 PM,16.84275,25.3,24.7
17/05/2022 5:05 PM,16.45248,25.4,24.3
17/05/2022 5:10 PM,19.10902,25.4,25
17/05/2022 5:15 PM,18.04283,25.4,24.6
17/05/2022 5:20 PM,18.26956,25.3,24.7
17/05/2022 5:25 PM,19.58747,25.2,24.7
17/05/2022 5:30 PM,20.16738,25.2,24.9
17/05/2022 5:35 PM,20.27683,25.2,26.2
17/05/2022 5:40 PM,18.61036,26,27
17/05/2022 5:45 PM,18.53901,26.3,27.2
17/05/2022 5:50 PM,18.47026,26.2,25.7
17/05/2022 5:55 PM,19.08048,26,25.5
17/05/2022 6:00 PM,19.08048,26,25.5
17/05/2022 6:05 PM,19.91982,26.4,26.1
17/05/2022 6:10 PM,19.84285,26.7,26.5
17/05/2022 6:15 PM,19.9179,26.6,25.7
17/05/2022 6:20 PM,19.58562,26.2,24.9
17/05/2022 6:25 PM,18.93667,25.9,24.5
17/05/2022 6:30 PM,19.9709,25.6,24.9
17/05/2022 6:35 PM,19.48736,25.6,25
17/05/2022 6:40 PM,19.55434,25.5,25.4
17/05/2022 6:45 PM,18.20701,25.6,25.4
17/05/2022 6:50 PM,18.47118,25.8,25.2
17/05/2022 6:55 PM,19.2289,25.6,24.8
17/05/2022 7:00 PM,18.3453,25.2,23.8
17/05/2022 7:05 PM,16.86615,24.5,23.2
17/05/2022 7:10 PM,18.03433,24.2,23.1
17/05/2022 7:15 PM,18.48791,24.1,23.4
17/05/2022 7:20 PM,19.11107,24.4,24.1
17/05/2022 7:25 PM,19.31022,24.7,24
17/05/2022 7:30 PM,19.11342,24.8,24.1
17/05/2022 7:35 PM,19.08556,24.7,23.9
17/05/2022 7:40 PM,18.69367,24.6,23.9
17/05/2022 7:45 PM,18.0145,24.4,23.4
17/05/2022 7:50 PM,18.9852,24.2,23.1
17/05/2022 7:55 PM,19.14199,24,23.1
17/05/2022 8:00 PM,18.63063,23.9,22.9
17/05/2022 8:05 PM,18.64457,23.8,22.7
17/05/2022 8:10 PM,18.42161,23.5,22.3
17/05/2022 8:15 PM,18.03204,23.3,22.3
17/05/2022 8:20 PM,18.10182,23.1,22.2
17/05/2022 8:25 PM,18.94868,23.1,22.3
17/05/2022 8:30 PM,19.07776,23,22.3
17/05/2022 8:35 PM,19.06212,22.9,22.2
17/05/2022 8:40 PM,18.76088,22.8,22.1
17/05/2022 8:45 PM,19.30681,22.8,21.9
17/05/2022 8:50 PM,18.96898,22.7,21.9
17/05/2022 8:55 PM,18.79096,22.6,21.8
17/05/2022 9:00 PM,18.99229,22.6,21.8
17/05/2022 9:05 PM,19.38846,22.5,21.6
17/05/2022 9:10 PM,18.68275,22.2,21.2
17/05/2022 9:15 PM,17.69703,22,20.7
17/05/2022 9:20 PM,17.24498,21.3,20.2
17/05/2022 9:25 PM,16.63238,20.9,20
17/05/2022 9:30 PM,17.02204,20.8,20
17/05/2022 9:35 PM,16.74768,20.6,19.8
17/05/2022 9:40 PM,16.27911,20.2,19.5
17/05/2022 9:45 PM,16.6574,20.1,19.4
17/05/2022 9:50 PM,16.03056,19.8,19.2
17/05/2022 9:55 PM,16.42301,19.7,19
17/05/2022 10:00 PM,15.83794,19.5,18.7
17/05/2022 10:05 PM,15.58555,19.2,18.6
17/05/2022 10:10 PM,15.27304,19,18.4
17/05/2022 10:15 PM,15.48874,19,18
17/05/2022 10:20 PM,15.33233,18.7,18
17/05/2022 10:25 PM,15.57864,18.6,18
17/05/2022 10:30 PM,15.30752,18.4,17.8
17/05/2022 10:35 PM,15.75697,18.4,17.9
17/05/2022 10:40 PM,15.62199,18.3,17.7
17/05/2022 10:45 PM,15.2028,18.1,17.6
17/05/2022 10:50 PM,15.16105,18,17.6
17/05/2022 10:55 PM,15.0397,17.8,17.4
17/05/2022 11:00 PM,14.9973,17.7,17.2
17/05/2022 11:05 PM,14.82538,17.6,17.2
17/05/2022 11:10 PM,14.85031,17.4,16.9
17/05/2022 11:15 PM,14.77705,17.4,16.9
17/05/2022 11:20 PM,15.35478,17.4,17
17/05/2022 11:25 PM,15.57722,17.5,16.9
17/05/2022 11:30 PM,15.38197,17.5,16.9
17/05/2022 11:35 PM,15.32835,17.5,17
17/05/2022 11:40 PM,15.38197,17.5,16.9
17/05/2022 11:45 PM,15.36412,17.5,17.1
17/05/2022 11:50 PM,15.41763,17.5,17
17/05/2022 11:55 PM,15.38197,17.5,17
18/05/2022 12:00 AM,15.43544,17.5,17
18/05/2022 12:05 AM,15.45322,17.5,16.9
18/05/2022 12:10 AM,15.35478,17.4,17
18/05/2022 12:15 AM,15.37254,17.4,17
18/05/2022 12:20 AM,15.44338,17.4,16.9
18/05/2022 12:25 AM,15.35478,17.4,16.9
18/05/2022 12:30 AM,15.3272,17.3,16.8
18/05/2022 12:35 AM,15.38016,17.3,16.8
18/05/2022 12:40 AM,15.28163,17.2,16.8
18/05/2022 12:45 AM,15.28163,17.2,16.7
18/05/2022 12:50 AM,15.11256,17.1,16.7
18/05/2022 12:55 AM,15.07719,17.1,16.6
18/05/2022 1:00 AM,14.85446,17,16.6
18/05/2022 1:05 AM,15.18977,17,16.4
18/05/2022 1:10 AM,15.29434,17,16.5
18/05/2022 1:15 AM,15.24213,17,16.5
18/05/2022 1:20 AM,14.93324,16.9,16.5
18/05/2022 1:25 AM,15.07368,16.9,16.5
18/05/2022 1:30 AM,14.89795,16.9,16.4
18/05/2022 1:35 AM,14.96845,16.9,16.4
18/05/2022 1:40 AM,14.96845,16.9,16.4
18/05/2022 1:45 AM,14.9156,16.9,16.4
18/05/2022 1:50 AM,15.00998,16.8,16.4
18/05/2022 1:55 AM,15.0796,16.8,16.4
18/05/2022 2:00 AM,15.13163,16.8,16.4
18/05/2022 2:05 AM,15.21801,16.8,16.4
18/05/2022 2:10 AM,15.21801,16.8,16.4
18/05/2022 2:15 AM,15.30397,16.8,16.4
18/05/2022 2:20 AM,15.25244,16.8,16.4
18/05/2022 2:25 AM,15.30397,16.8,16.4
18/05/2022 2:30 AM,15.23523,16.8,16.5
18/05/2022 2:35 AM,15.33403,16.9,16.4
18/05/2022 2:40 AM,15.41998,16.9,16.5
18/05/2022 2:45 AM,15.25955,17,16.5
18/05/2022 2:50 AM,15.38565,16.9,16.4
18/05/2022 2:55 AM,15.45007,17,16.6
18/05/2022 3:00 AM,15.41558,17,16.5
18/05/2022 3:05 AM,15.50167,17,16.6
18/05/2022 3:10 AM,15.51884,17,16.6
18/05/2022 3:15 AM,15.48449,17,16.6
18/05/2022 3:20 AM,15.61771,17.1,16.6
18/05/2022 3:25 AM,15.63487,17.1,16.7
18/05/2022 3:30 AM,15.68627,17.1,16.7
18/05/2022 3:35 AM,15.66494,17.2,16.7
18/05/2022 3:40 AM,15.64769,17.2,16.7
18/05/2022 3:45 AM,15.68216,17.2,16.6
18/05/2022 3:50 AM,15.61315,17.2,16.7
18/05/2022 3:55 AM,15.63043,17.2,16.8
18/05/2022 4:00 AM,15.64769,17.2,16.8
18/05/2022 4:05 AM,15.54387,17.2,16.8
18/05/2022 4:10 AM,15.57854,17.2,16.7
18/05/2022 4:15 AM,15.63043,17.2,16.7
18/05/2022 4:20 AM,15.52651,17.2,16.6
18/05/2022 4:25 AM,15.50913,17.2,16.7
18/05/2022 4:30 AM,15.54387,17.2,16.7
18/05/2022 4:35 AM,15.57299,17.3,16.7
18/05/2022 4:40 AM,15.62522,17.3,16.8
18/05/2022 4:45 AM,15.69463,17.3,16.8
18/05/2022 4:50 AM,15.67167,17.4,16.8
18/05/2022 4:55 AM,15.72394,17.4,16.9
18/05/2022 5:00 AM,15.7587,17.4,16.9
18/05/2022 5:05 AM,15.68911,17.4,16.9
18/05/2022 5:10 AM,15.85745,17.5,17
18/05/2022 5:15 AM,15.7878,17.5,17
18/05/2022 5:20 AM,15.62267,17.6,17
18/05/2022 5:25 AM,15.50647,17.5,17
18/05/2022 5:30 AM,15.55956,17.5,17
18/05/2022 5:35 AM,15.46104,17.4,17
18/05/2022 5:40 AM,15.47869,17.4,16.9
18/05/2022 5:45 AM,15.47869,17.4,16.9
18/05/2022 5:50 AM,15.67167,17.4,16.9
18/05/2022 5:55 AM,15.65422,17.4,17
18/05/2022 6:00 AM,15.95619,17.6,17.2
18/05/2022 6:05 AM,15.81652,17.6,17.2
18/05/2022 6:10 AM,15.97357,17.6,17.2
18/05/2022 6:15 AM,16.26256,17.7,17.3
18/05/2022 6:20 AM,16.46446,17.8,17.6
18/05/2022 6:25 AM,16.52914,17.9,17.7
18/05/2022 6:30 AM,16.84697,18.1,17.8
18/05/2022 6:35 AM,16.51367,18.2,17.7
18/05/2022 6:40 AM,16.28466,18.2,17.7
18/05/2022 6:45 AM,16.33777,18.2,17.7
18/05/2022 6:50 AM,16.35543,18.2,17.8
18/05/2022 6:55 AM,16.54217,18.3,17.8
18/05/2022 7:00 AM,16.76361,18.4,17.9
18/05/2022 7:05 AM,16.8098,18.5,18.1
18/05/2022 7:10 AM,16.79225,18.5,18.1
18/05/2022 7:15 AM,16.96111,18.6,18.3
18/05/2022 7:20 AM,17.05986,18.7,19
18/05/2022 7:25 AM,17.23421,18.7,18.3
18/05/2022 7:30 AM,17.21685,18.7,19.1
18/05/2022 7:35 AM,17.43197,18.9,18.5
18/05/2022 7:40 AM,16.97442,18.9,18.7
18/05/2022 7:45 AM,17.08201,19.1,19
18/05/2022 7:50 AM,17.28728,19.4,19.5
18/05/2022 7:55 AM,17.61866,19.7,19.8
18/05/2022 8:00 AM,18.03046,20.1,20.1
18/05/2022 8:05 AM,17.89785,20.3,20.4
18/05/2022 8:10 AM,18.08098,20.6,20.6
18/05/2022 8:15 AM,17.89374,20.6,20.9
18/05/2022 8:20 AM,17.82138,20.7,21
18/05/2022 8:25 AM,18.22529,20.9,21.1
18/05/2022 8:30 AM,18.17194,21,21.6
18/05/2022 8:35 AM,18.40834,21.3,21.7
18/05/2022 8:40 AM,18.73409,21.4,22.1
18/05/2022 8:45 AM,18.8761,21.7,22.4
18/05/2022 8:50 AM,19.22406,21.9,22.8
18/05/2022 8:55 AM,19.61601,22.3,22.9
18/05/2022 9:00 AM,19.17366,22.3,23.3
18/05/2022 9:05 AM,18.70262,22.2,23.1
18/05/2022 9:10 AM,19.13468,22.3,23
18/05/2022 9:15 AM,18.95693,22.4,23.5
18/05/2022 9:20 AM,18.89738,22.4,23.4
18/05/2022 9:25 AM,19.15325,22.5,23.5
18/05/2022 9:30 AM,19.19143,22.6,23.7
18/05/2022 9:35 AM,19.8571,22.9,23.4
18/05/2022 9:40 AM,18.77071,22.6,23.4
18/05/2022 9:45 AM,18.93213,22.6,23.5
18/05/2022 9:50 AM,18.77071,22.6,23.4
18/05/2022 9:55 AM,19.4655,22.8,23.7
18/05/2022 10:00 AM,20.1698,23.3,24
18/05/2022 10:05 AM,20.09126,23.3,24.3
18/05/2022 10:10 AM,20.18583,23.6,24.5
18/05/2022 10:15 AM,20.14314,23.7,24.5
18/05/2022 10:20 AM,20.28067,23.8,24.7
18/05/2022 10:25 AM,20.54902,24.2,25.2
18/05/2022 10:30 AM,20.868,24.3,25.1
18/05/2022 10:35 AM,21.26048,24.6,25.6
18/05/2022 10:40 AM,20.97433,24.7,25.1
18/05/2022 10:45 AM,20.63669,24.5,25
18/05/2022 10:50 AM,20.24244,24.5,25.1
18/05/2022 10:55 AM,20.36785,24.5,25.1
18/05/2022 11:00 AM,20.33964,24.3,25.2
18/05/2022 11:05 AM,20.24244,24.5,25.8
18/05/2022 11:10 AM,19.76444,24.4,25.4
18/05/2022 11:15 AM,19.5176,24.3,24.7
18/05/2022 11:20 AM,19.3462,24.1,24
18/05/2022 11:25 AM,19.86899,23.9,26.5
18/05/2022 11:30 AM,19.83813,24.3,25.7
18/05/2022 11:35 AM,19.34434,24.3,25.2
18/05/2022 11:40 AM,19.42114,24.2,24.4
18/05/2022 11:45 AM,19.66588,24.1,25.1
18/05/2022 11:50 AM,17.67625,23.3,23.6
18/05/2022 11:55 AM,17.80073,22.9,22.9
18/05/2022 12:00 PM,17.55551,22.6,23.6
18/05/2022 12:05 PM,17.25712,22.7,23.3
18/05/2022 12:10 PM,17.24811,22.9,23.5
18/05/2022 12:15 PM,17.60832,22.7,23.3
18/05/2022 12:20 PM,17.07235,22.6,24.8
18/05/2022 12:25 PM,18.89531,23.5,24.8
18/05/2022 12:30 PM,18.38638,23.6,25.2
18/05/2022 12:35 PM,18.33477,23.8,26.2
18/05/2022 12:40 PM,18.20961,23.6,25.9
18/05/2022 12:45 PM,19.64046,23.9,25.9
18/05/2022 12:50 PM,19.5018,23.8,24.4
18/05/2022 12:55 PM,18.71878,23.9,25.9
18/05/2022 1:00 PM,18.96312,24.2,26.1
18/05/2022 1:05 PM,19.02878,24.5,26.6
18/05/2022 1:10 PM,20.0862,24.8,27
18/05/2022 1:15 PM,20.69797,25.3,25.8
18/05/2022 1:20 PM,21.06233,25.5,26.6
18/05/2022 1:25 PM,20.65321,25.5,26.6
18/05/2022 1:30 PM,18.98865,25.2,26.6
18/05/2022 1:35 PM,16.58302,24.2,24.4
18/05/2022 1:40 PM,18.01528,24.5,25.6
18/05/2022 1:45 PM,18.72753,25,26.2
18/05/2022 1:50 PM,18.46725,24.9,25.9
18/05/2022 1:55 PM,17.91877,24.7,24.6
18/05/2022 2:00 PM,17.56277,24.3,25.1
18/05/2022 2:05 PM,18.65559,24.9,25.9
18/05/2022 2:10 PM,19.1181,24.9,25.1
18/05/2022 2:15 PM,17.96547,24.8,25.2
18/05/2022 2:20 PM,17.8705,24.7,25.5
18/05/2022 2:25 PM,17.68237,24.3,25.3
18/05/2022 2:30 PM,17.94407,24.5,26.2
18/05/2022 2:35 PM,19.08206,25.2,26.3
18/05/2022 2:40 PM,19.14878,25.1,26.1
18/05/2022 2:45 PM,17.93902,24.9,26.1
18/05/2022 2:50 PM,19.60448,25.1,26.2
18/05/2022 2:55 PM,17.69748,24.8,25.5
18/05/2022 3:00 PM,17.38866,24.5,24.7
18/05/2022 3:05 PM,16.55371,23.8,24.1
18/05/2022 3:10 PM,18.83013,24.2,24.7
18/05/2022 3:15 PM,18.66673,24.5,25.6
18/05/2022 3:20 PM,18.88494,24.8,24.8
18/05/2022 3:25 PM,18.10393,24.2,24.4
18/05/2022 3:30 PM,17.44447,24.1,25.1
18/05/2022 3:35 PM,18.52531,24.4,24.9
18/05/2022 3:40 PM,18.98392,24.5,25.5
18/05/2022 3:45 PM,18.60458,24.7,25.6
18/05/2022 3:50 PM,19.20922,24.9,25.7
18/05/2022 3:55 PM,18.08677,24.6,25.6
18/05/2022 4:00 PM,18.41608,24.6,25.5
18/05/2022 4:05 PM,18.45987,24.5,24.8
18/05/2022 4:10 PM,18.78527,24.6,25.7
18/05/2022 4:15 PM,19.53982,24.8,25.7
18/05/2022 4:20 PM,17.77558,24.1,24.2
18/05/2022 4:25 PM,19.73208,24.5,25.7
18/05/2022 4:30 PM,20.21966,25.3,26.5
18/05/2022 4:35 PM,18.7994,25.1,26
18/05/2022 4:40 PM,18.32413,25,25.8
18/05/2022 4:45 PM,18.2057,24.7,25.2
18/05/2022 4:50 PM,17.70055,24.7,25.5
18/05/2022 4:55 PM,17.43021,24.7,24.6
18/05/2022 5:00 PM,18.03895,24.5,25.1
18/05/2022 5:05 PM,17.53731,24.4,24.9
18/05/2022 5:10 PM,18.8352,24.7,26.2
18/05/2022 5:15 PM,18.3226,24.6,25.9
18/05/2022 5:20 PM,17.96337,24.9,25.6
18/05/2022 5:25 PM,16.76488,24.5,25
18/05/2022 5:30 PM,16.5255,24.3,24.9
18/05/2022 5:35 PM,17.16658,24.5,24.9
18/05/2022 5:40 PM,17.91877,24.7,25.4
18/05/2022 5:45 PM,18.18196,24.7,25.7
18/05/2022 5:50 PM,18.43674,24.5,25.4
18/05/2022 5:55 PM,16.84089,24.5,25
18/05/2022 6:00 PM,15.94188,24.2,24.9
18/05/2022 6:05 PM,17.46832,24.1,24.9
18/05/2022 6:10 PM,15.68616,23.9,24.4
18/05/2022 6:15 PM,16.72532,23.8,24.2
18/05/2022 6:20 PM,13.38638,23,23.2
18/05/2022 6:25 PM,15.49464,23.1,23.2
18/05/2022 6:30 PM,14.68877,23.2,23.6
18/05/2022 6:35 PM,15.86276,23.2,23.7
18/05/2022 6:40 PM,14.14099,23.1,23.2
18/05/2022 6:45 PM,13.0598,22.8,22.9
18/05/2022 6:50 PM,12.85364,22.7,22.8
18/05/2022 6:55 PM,13.26491,22.6,23.1
18/05/2022 7:00 PM,13.94164,22.8,23.5
18/05/2022 7:05 PM,15.53878,23.2,23.8
18/05/2022 7:10 PM,18.01443,23.7,24.2
18/05/2022 7:15 PM,18.32948,24.1,24.3
18/05/2022 7:20 PM,15.48792,23.8,23.6
18/05/2022 7:25 PM,14.77016,23.4,23.3
18/05/2022 7:30 PM,16.68376,23.3,22.9
18/05/2022 7:35 PM,16.18094,23.2,22.7
18/05/2022 7:40 PM,15.4193,23.1,22.4
18/05/2022 7:45 PM,16.39776,22.9,22.2
18/05/2022 7:50 PM,17.35306,22.8,22.2
18/05/2022 7:55 PM,16.73533,22.6,22.1
18/05/2022 8:00 PM,18.38151,22.6,22.1
18/05/2022 8:05 PM,18.8069,22.7,22.3
18/05/2022 8:10 PM,18.76616,22.7,22.3
18/05/2022 8:15 PM,18.8112,22.6,22.2
18/05/2022 8:20 PM,19.04948,22.7,22.2
18/05/2022 8:25 PM,18.99229,22.6,22.2
18/05/2022 8:30 PM,19.15178,22.6,22.1
18/05/2022 8:35 PM,19.32994,22.5,22
18/05/2022 8:40 PM,19.27132,22.4,21.8
18/05/2022 8:45 PM,19.30942,22.3,21.7
18/05/2022 8:50 PM,19.24847,22.1,21.6
18/05/2022 8:55 PM,19.20793,22,21.4
18/05/2022 9:00 PM,19.24299,21.9,21.3
18/05/2022 9:05 PM,18.97398,21.8,21.1
18/05/2022 9:10 PM,18.6443,21.6,20.9
18/05/2022 9:15 PM,18.42743,21.3,20.6
18/05/2022 9:20 PM,18.11709,21.1,20.4
18/05/2022 9:25 PM,17.82561,20.9,20.2
18/05/2022 9:30 PM,17.28121,20.6,20
18/05/2022 9:35 PM,17.27957,20.4,19.8
18/05/2022 9:40 PM,17.18005,20.2,19.6
18/05/2022 9:45 PM,17.00581,20.1,19.4
18/05/2022 9:50 PM,16.82961,19.9,19.2
18/05/2022 9:55 PM,15.7787,19.5,18.9
18/05/2022 10:00 PM,14.07784,18.9,18.4
18/05/2022 10:05 PM,13.8306,18.6,18.1
18/05/2022 10:10 PM,13.80385,18.4,17.9
18/05/2022 10:15 PM,13.50739,18.2,17.8
18/05/2022 10:20 PM,13.30698,18.1,17.8
18/05/2022 10:25 PM,13.1061,18,17.5
18/05/2022 10:30 PM,13.43836,18,17.5
18/05/2022 10:35 PM,13.21806,17.9,17.4
18/05/2022 10:40 PM,13.30066,17.9,17.3
18/05/2022 10:45 PM,13.16293,17.8,17.3
18/05/2022 10:50 PM,13.38846,17.8,17.3
18/05/2022 10:55 PM,13.44946,17.8,17.3
18/05/2022 11:00 PM,12.87987,17.7,17.1
18/05/2022 11:05 PM,12.63713,17.6,17.1
18/05/2022 11:10 PM,12.87987,17.7,17.1
18/05/2022 11:15 PM,12.7627,17.6,17.1
18/05/2022 11:20 PM,12.78354,17.6,17.1
18/05/2022 11:25 PM,12.88736,17.6,17.1
18/05/2022 11:30 PM,12.74183,17.6,17.1
18/05/2022 11:35 PM,12.81723,17.7,17.1
18/05/2022 11:40 PM,12.61611,17.6,17.1
18/05/2022 11:45 PM,12.8459,17.6,17
18/05/2022 11:50 PM,12.96998,17.6,17
18/05/2022 11:55 PM,12.79094,17.5,16.8
19/05/2022 12:00 AM,12.79757,17.4,17
19/05/2022 12:05 AM,13.06268,17.4,16.9
19/05/2022 12:10 AM,13.18703,17.3,16.7
19/05/2022 12:15 AM,13.4053,17.3,16.8
19/05/2022 12:20 AM,13.38557,17.3,16.8
19/05/2022 12:25 AM,13.32797,17.2,16.7
19/05/2022 12:30 AM,13.4261,17.2,16.8
19/05/2022 12:35 AM,13.48472,17.2,16.7
19/05/2022 12:40 AM,13.6787,17.2,16.7
19/05/2022 12:45 AM,13.85307,17.3,16.8
19/05/2022 12:50 AM,13.9871,17.3,16.9
19/05/2022 12:55 AM,14.08221,17.3,16.9
19/05/2022 1:00 AM,14.3686,17.4,17
19/05/2022 1:05 AM,14.44357,17.4,17
19/05/2022 1:10 AM,14.3686,17.4,16.9
19/05/2022 1:15 AM,14.3686,17.4,17
19/05/2022 1:20 AM,14.61602,17.5,17
19/05/2022 1:25 AM,14.59737,17.5,17
19/05/2022 1:30 AM,14.63465,17.5,17
19/05/2022 1:35 AM,14.65326,17.5,17
19/05/2022 1:40 AM,14.56002,17.5,17.1
19/05/2022 1:45 AM,14.76969,17.6,17.1
19/05/2022 1:50 AM,14.78827,17.6,17.1
19/05/2022 1:55 AM,14.79294,17.7,17.1
19/05/2022 2:00 AM,14.92326,17.7,17.1
19/05/2022 2:05 AM,14.84891,17.7,17.1
19/05/2022 2:10 AM,14.81162,17.7,17.2
19/05/2022 2:15 AM,14.84891,17.7,17.1
19/05/2022 2:20 AM,14.90471,17.7,17.2
19/05/2022 2:25 AM,14.78827,17.6,17.1
19/05/2022 2:30 AM,15.00976,17.6,17.1
19/05/2022 2:35 AM,14.95465,17.6,17.1
19/05/2022 2:40 AM,15.13769,17.6,17.1
19/05/2022 2:45 AM,15.08298,17.6,17.1
19/05/2022 2:50 AM,15.04641,17.6,17.1
19/05/2022 2:55 AM,15.04641,17.6,17.2
19/05/2022 3:00 AM,15.18106,17.7,17.2
19/05/2022 3:05 AM,15.21758,17.7,17.2
19/05/2022 3:10 AM,15.23582,17.7,17.3
19/05/2022 3:15 AM,15.35216,17.8,17.3
19/05/2022 3:20 AM,15.37037,17.8,17.4
19/05/2022 3:25 AM,15.29742,17.8,17.3
19/05/2022 3:30 AM,15.37721,17.9,17.4
19/05/2022 3:35 AM,15.39551,17.9,17.4
19/05/2022 3:40 AM,15.47529,18,17.4
19/05/2022 3:45 AM,15.4936,18,17.6
19/05/2022 3:50 AM,15.87215,18.2,17.7
19/05/2022 3:55 AM,15.7081,18.2,17.7
19/05/2022 4:00 AM,15.76951,18.3,17.8
19/05/2022 4:05 AM,15.82452,18.3,17.7
19/05/2022 4:10 AM,15.97751,18.4,17.8
19/05/2022 4:15 AM,16.26738,18.4,17.9
19/05/2022 4:20 AM,16.51721,18.4,17.9
19/05/2022 4:25 AM,16.7571,18.5,18
19/05/2022 4:30 AM,16.98439,18.5,18.2
19/05/2022 4:35 AM,16.87984,18.5,18.1
19/05/2022 4:40 AM,16.92607,18.6,18.1
19/05/2022 4:45 AM,17.00723,18.7,18.2
19/05/2022 4:50 AM,16.94698,18.8,18.3
19/05/2022 4:55 AM,16.89368,18.8,18.2
19/05/2022 5:00 AM,16.86716,18.9,18.4
19/05/2022 5:05 AM,16.81328,18.9,18.3
19/05/2022 5:10 AM,16.82148,19,18.3
19/05/2022 5:15 AM,16.86544,19.1,18.5
19/05/2022 5:20 AM,17.09049,19.2,18.6
19/05/2022 5:25 AM,17.18048,19.2,18.6
19/05/2022 5:30 AM,17.59949,19.3,18.6
19/05/2022 5:35 AM,17.52874,19.3,18.7
19/05/2022 5:40 AM,17.60629,19.2,18.7
19/05/2022 5:45 AM,17.71119,19.2,18.6
19/05/2022 5:50 AM,17.69922,19.1,18.6
19/05/2022 5:55 AM,17.85457,19.1,18.6
19/05/2022 6:00 AM,17.80294,19.1,18.6
19/05/2022 6:05 AM,17.46116,19,18.6
19/05/2022 6:10 AM,17.60028,19,18.4
19/05/2022 6:15 AM,17.08105,18.9,18.4
19/05/2022 6:20 AM,16.98355,19,18.1
19/05/2022 6:25 AM,16.33345,18.8,17.8
19/05/2022 6:30 AM,16.0686,18.4,17.6
19/05/2022 6:35 AM,16.15104,18.3,17.5
19/05/2022 6:40 AM,16.0347,18.2,17.6
19/05/2022 6:45 AM,16.18612,18.1,17.6
19/05/2022 6:50 AM,16.25684,18.1,17.4
19/05/2022 6:55 AM,15.66775,17.9,17.5
19/05/2022 7:00 AM,15.73965,17.9,17.4
19/05/2022 7:05 AM,15.85595,18,17.4
19/05/2022 7:10 AM,15.55935,17.9,17.4
19/05/2022 7:15 AM,15.54842,18,17.4
19/05/2022 7:20 AM,15.64973,17.9,17.6
19/05/2022 7:25 AM,15.75578,18.1,17.5
19/05/2022 7:30 AM,15.49987,18.1,17.4
19/05/2022 7:35 AM,15.75578,18.1,17.5
19/05/2022 7:40 AM,15.79943,18.2,17.7
19/05/2022 7:45 AM,15.81763,18.2,17.9
19/05/2022 7:50 AM,16.42838,18.4,18.4
19/05/2022 7:55 AM,16.70423,18.5,18.6
19/05/2022 8:00 AM,16.50009,18.6,18.9
19/05/2022 8:05 AM,16.70602,18.7,18.9
19/05/2022 8:10 AM,16.7687,18.8,19
19/05/2022 8:15 AM,16.87588,18.8,19.1
19/05/2022 8:20 AM,17.18933,19.1,19.5
19/05/2022 8:25 AM,17.55633,19.4,19.7
19/05/2022 8:30 AM,18.01902,19.6,20
19/05/2022 8:35 AM,17.91497,19.8,20.6
19/05/2022 8:40 AM,18.37187,20.3,21.2
19/05/2022 8:45 AM,17.81022,20.4,21.1
19/05/2022 8:50 AM,18.16043,20.7,21.4
19/05/2022 8:55 AM,18.10849,20.8,21.4
19/05/2022 9:00 AM,17.76635,20.8,21.2
19/05/2022 9:05 AM,17.72793,20.8,21.3
19/05/2022 9:10 AM,18.07671,21,22
19/05/2022 9:15 AM,18.32675,21.1,21.7
19/05/2022 9:20 AM,19.16315,21.4,22
19/05/2022 9:25 AM,17.96367,21.3,21.2
19/05/2022 9:30 AM,18.57576,21.2,21.1
19/05/2022 9:35 AM,17.98098,21,21
